Geneid	Chr	Start	End	Strand	Length	Sample_HBBx1.bam	Sample_HBBx2.bam	Sample_MJBx1.bam	Sample_MJBx2.bam	Sample_OCBx1.bam	Sample_OCBx2.bam	Sample_Pt10-Bx1.bam	Sample_Pt10-Bx2.bam	Sample_Pt12-Bx1.bam	Sample_Pt12-Bx2.bam	Sample_Pt2-Bx1.bam	Sample_Pt2-Bx2.bam	Sample_Pt6-Bx1.bam	Sample_Pt6-Bx2.bam	Sample_Pt8-Bx1.bam	Sample_Pt8-Bx2.bam	Sample_Pt9-Bx1.bam	Sample_Pt9-Bx2.bam	Sample_RJBx1.bam	Sample_RJBx2.bam
ENSG00000267312.1	chr17	35459481	35460550	-	1070	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	1	0	0	0	0
ENSG00000205045.8	chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17	35464249;35473689;35478075;35479117;35480502;35487726;35522279;35537573	35464662;35475485;35478469;35480197;35480513;35487857;35522969;35537861	-;-;-;-;-;-;-;-	4811	1	2	1	2	0	2	5	4	0	1	1	2	4	0	11	0	5	5	2	0
ENSG00000267554.1	chr17	35470069	35470628	-	560	0	1	0	0	0	0	3	2	1	3	0	0	0	0	2	3	2	0	4	2
ENSG00000267349.1	chr17	35477994	35478444	+	451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000267046.1	chr17	35490009	35491238	+	1230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000267369.1	chr17	35498218	35499175	+	958	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000267074.1	chr17;chr17;chr17	35499690;35510036;35510199	35500462;35510039;35510270	-;-;-	849	1	1	0	0	0	0	2	0	1	0	0	0	5	0	2	0	1	0	6	0
ENSG00000255987.1	chr17	35514766	35515186	-	421	1	0	2	1	1	1	0	3	1	0	0	0	0	0	5	1	3	1	1	0
ENSG00000267035.1	chr17;chr17	35540039;35540706	35540342;35540797	-;-	396	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000236320.3	chr17;chr17;chr17;chr17	35548125;35552730;35554576;35557003	35549073;35553444;35554704;35558098	-;-;-;-	2889	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
ENSG00000267359.1	chr17;chr17	35553205;35554598	35553491;35554767	+;+	457	1	0	2	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0
ENSG00000267625.1	chr17;chr17	35561539;35561999	35561644;35562077	-;-	185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000242660.1	chr17	35566517	35566672	+	156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000267321.1	chr17;chr17	35568120;35573877	35568501;35574792	+;+	1298	29	17	23	15	6	4	7	10	7	4	11	19	13	5	8	6	10	5	20	17
ENSG00000207297.1	chr17	35573657	35573753	+	97	3	5	1	1	4	4	1	0	0	0	2	5	11	0	6	0	2	0	8	2
ENSG00000108733.9	chr17;chr17;chr17;chr17	35574795;35577038;35577896;35578686	35576181;35577591;35578637;35578863	-;-;-;-	2861	74	42	127	121	49	45	61	61	96	70	120	120	96	68	146	83	121	95	88	37
ENSG00000006125.16	chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17	35578046;35586899;35587738;35588625;35594008;35598230;35600937;35605705;35607837;35608142;35621275;35624397;35626621;35627385;35627631;35636341;35639595;35641877;35650530;35650914;35657599;35659764;35670857;35671754;35674176;35682695;35709224;35710234;35717195;35723625	35578121;35587663;35587893;35588733;35594067;35598335;35601071;35605840;35608055;35608387;35621363;35624587;35626842;35627505;35627726;35636456;35639760;35641975;35650789;35651005;35657791;35660120;35670898;35671900;35674321;35682824;35709308;35710320;35717349;35726409	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	7587	513	319	745	704	513	409	444	817	567	457	995	936	953	918	1097	635	714	588	754	341
ENSG00000267592.1	chr17	35596904	35597128	-	225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000270647.5	chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17	35713791;35809455;35817240;35817716;35820024;35822640;35824078;35833524;35834265;35836132;35838424;35842367;35844077;35844280;35844477;35846906;35863936	35713796;35811584;35817317;35817755;35820437;35822833;35824289;35833941;35834598;35836241;35838553;35842459;35844158;35844368;35845038;35847242;35864615	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	5909	181	157	239	135	213	131	132	149	186	188	205	211	188	200	188	103	146	88	169	68
ENSG00000270885.1	chr17;chr17;chr17;chr17;chr17	35731649;35735038;35736776;35740409;35741035	35731878;35735400;35737072;35740533;35743521	+;+;+;+;+	3502	103	85	94	53	58	27	6	8	32	18	151	60	50	33	92	51	30	11	46	12
ENSG00000270765.5	chr17;chr17;chr17;chr17;chr17;chr17	35744511;35747016;35747849;35749110;35750077;35752466	35746411;35747268;35747945;35749217;35750318;35752878	-;-;-;-;-;-	3014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000271447.5	chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17	35756249;35766197;35766973;35767752;35768230;35770067;35773180;35778505;35779244;35795267	35756419;35766894;35767035;35767919;35768379;35770312;35773404;35779075;35779368;35795707	-;-;-;-;-;-;-;-;-;-	2858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ENSG00000271392.1	chr17;chr17	35757199;35758097	35757449;35758325	-;-	480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000270806.1	chr17;chr17;chr17	35760897;35763975;35764426	35760954;35764325;35765079	+;+;+	1063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000270829.1	chr17	35808489	35808897	-	409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000270871.1	chr17;chr17	35816717;35830031	35816941;35830293	-;-	488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000270894.1	chr17;chr17	35818399;35823609	35818714;35823713	+;+	421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000270379.5	chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17	35854946;35855664;35856173;35856732;35858200;35858433;35858888;35862951;35863502;35864497;35864758;35865215;35866724;35868567	35855410;35855750;35856357;35856805;35858319;35858525;35859070;35863125;35864302;35864553;35864890;35865396;35866773;35868891	-;-;-;-;-;-;-;-;-;-;-;-;-;-	2930	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000271268.1	chr17	35861093	35861566	-	474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000270240.2	chr17;chr17;chr17;chr17	35868967;35884382;35884687;35885508	35869118;35884535;35884779;35885863	+;+;+;+	755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000271503.5	chr17;chr17;chr17;chr17;chr17	35871491;35875561;35878528;35880230;35880729	35872464;35875642;35878639;35880508;35880793	-;-;-;-;-	1512	2	4	4	4	3	1	13	12	5	9	10	2	2	2	6	4	0	3	5	10
ENSG00000271394.1	chr17	35889558	35889804	+	247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000270977.1	chr17;chr17;chr17	35893707;35905038;35906168	35894323;35905313;35911023	-;-;-	5749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000271013.1	chr17	35912635	35918010	-	5376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278023.4	chr17;chr17;chr17;chr17;chr17;chr17	35918066;35920187;35922155;35924604;35925515;35930076	35918443;35920272;35922675;35924772;35925637;35930773	-;-;-;-;-;-	1975	0	0	0	0	0	0	0	0	0	0	2	5	0	0	0	0	0	0	0	0
ENSG00000275722.4	chr17;chr17;chr17;chr17;chr17	35934518;35936689;35937758;35939218;35943567	35934865;35936833;35937916;35939558;35943699	-;-;-;-;-	1126	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000273736.1	chr17;chr17	35963488;35965190	35963611;35965472	-;-	407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000275152.4	chr17;chr17;chr17;chr17;chr17	35976493;35978143;35978873;35980358;35981345	35977731;35978263;35978968;35980493;35981496	-;-;-;-;-	1744	150	76	108	134	75	41	70	71	60	61	148	122	99	69	71	91	116	155	198	75
ENSG00000276409.4	chr17;chr17	35983291;35984334	35983888;35987004	-;-	3269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000275431.1	chr17;chr17;chr17	35983656;35985585;35986534	35983729;35985725;35990270	+;+;+	3952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000275688.4	chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17	35983656;35984338;35985748;35986571;35997721;35998280;35998866;36001417	35983888;35984452;35985795;35986704;35997860;35998391;35998925;36001621	-;-;-;-;-;-;-;-	1047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000275718.1	chr17;chr17;chr17;chr17;chr17	35996440;35997582;35998280;35998866;36001417	35996926;35997860;35998391;35998925;36002038	-;-;-;-;-	1560	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000275944.1	chr17;chr17;chr17	36001419;36009562;36010020	36001616;36009683;36011618	+;+;+	1919	2	1	1	3	1	0	1	1	0	0	12	2	4	1	4	6	4	0	2	0
ENSG00000278690.1	chr17	36012504	36012891	+	388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000274736.4	chr17;chr17;chr17;chr17	36013056;36013632;36014334;36017822	36013308;36013909;36014393;36017968	-;-;-;-	738	14	16	4	4	11	24	7	5	7	17	3	2	4	3	5	5	2	7	7	8
ENSG00000275385.1	chr17;chr17;chr17	36064280;36070374;36070951	36064409;36070558;36072032	+;+;+	1397	0	3	0	1	1	0	2	2	4	13	0	1	3	1	0	1	0	7	0	0
ENSG00000277089.4	chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17	36072866;36073656;36074636;36075283;36076710;36081496;36081634;36088293;36089339	36072948;36073671;36074848;36075375;36076802;36081512;36081709;36088611;36090134	+;+;+;+;+;+;+;+;+	1706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277632.1	chr17;chr17	36088256;36089183	36088762;36090169	-;-	1494	1	24	1	11	0	2	2	10	4	49	4	6	0	5	0	6	2	8	2	20
ENSG00000275302.1	chr17	36103590	36105621	+	2032	0	5	1	0	0	0	2	2	2	16	0	12	0	2	0	4	0	2	0	7
ENSG00000276014.1	chr17	36110150	36110447	+	298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276241.1	chr17;chr17;chr17;chr17	36116177;36147580;36176229;36177195	36116217;36147695;36176365;36177510	+;+;+;+	610	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000282738.1	chr17;chr17	36161607;36162835	36161739;36162926	+;+	225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000274808.4	chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17	36165624;36167544;36168067;36168630;36169080;36169891;36170071;36170555;36171855;36172294;36172845;36173408;36174407;36174731;36174979;36176480;36264415	36166563;36167696;36168166;36168695;36169174;36170011;36170135;36170603;36171964;36172652;36172925;36173630;36174629;36174816;36175051;36176636;36264527	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3014	0	3	3	2	1	5	1	1	2	2	3	0	3	3	7	1	0	0	4	1
ENSG00000274767.1	chr17;chr17;chr17;chr17	36183235;36187814;36188423;36196130	36183619;36188027;36188882;36196471	+;+;+;+	1401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276085.1	chr17;chr17	36194869;36195798	36195376;36196758	-;-	1469	0	0	0	1	0	1	1	2	0	5	0	0	0	0	0	1	0	3	0	5
ENSG00000276070.4	chr17;chr17	36210924;36211776	36211217;36212878	+;+	1397	0	1	0	5	0	1	4	2	0	0	0	5	0	2	0	1	0	0	2	12
ENSG00000278097.1	chr17;chr17	36225246;36226685	36225369;36226807	-;-	247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276755.1	chr17	36234447	36234554	-	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278395.1	chr17	36241701	36241806	+	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000274933.4	chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17	36253456;36255485;36256008;36256571;36257021;36257829;36258493;36259790;36260229;36260780;36261343;36262666;36262914;36264415;36379396;36379919;36380482;36380932;36381740;36382404;36383701;36435225;36435776;36436339;36437662;36437910;36439411	36254522;36255637;36256107;36256636;36257115;36257949;36258541;36259899;36260336;36260860;36261382;36262751;36262986;36264553;36379548;36380018;36380547;36381026;36381860;36382452;36383810;36435332;36435856;36436378;36437747;36437982;36439559	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261499.2	chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17	36274191;36297309;36307297;36310675;36313437;36314084;36314309;36315195;36318717;36319956;36320487	36274283;36297386;36307362;36310782;36313682;36314180;36314342;36315309;36318881;36320060;36320547	+;+;+;+;+;+;+;+;+;+;+	1168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265889.1	chr17	36285312	36285413	+	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260287.4	chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17	36323884;36325411;36325646;36327015;36327537;36328061;36328498;36329856;36330448;36331282;36331761;36332290;36332760;36333876	36323982;36325483;36325731;36327054;36327617;36328168;36328607;36329904;36330568;36331376;36331826;36332389;36332912;36334759	+;+;+;+;+;+;+;+;+;+;+;+;+;+	2065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000274226.4	chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17	36377348;36379396;36379919;36380482;36380932;36381740;36382404;36383701;36384140;36384691;36385254;36386576;36386824;36388325;36434786;36435225;36435776;36436339;36437662;36437910;36439411	36378414;36379548;36380018;36380547;36381026;36381860;36382452;36383810;36384247;36384771;36385293;36386661;36386896;36388423;36434895;36435332;36435856;36436378;36437747;36437982;36439566	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2902	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000275954.4	chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17	36377846;36379396;36428612;36430478;36431001;36431564;36432014;36432822;36433486;36434786;36435225;36435776;36436339;36437662;36437910;36439411	36378414;36379548;36429496;36430630;36431100;36431629;36432108;36432942;36433534;36434895;36435332;36435856;36436378;36437747;36437982;36439566	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277029.1	chr17	36404826	36404932	-	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000274658.1	chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17	36450146;36451624;36452147;36452710;36453160;36453968;36454632;36455929;36456370;36456928;36457490	36450642;36451776;36452246;36452775;36453254;36454088;36454680;36456038;36456477;36457008;36457535	-;-;-;-;-;-;-;-;-;-;-	1426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000273611.4	chr17;chr17;chr17;chr17;chr17;chr17	36486629;36486935;36489158;36493926;36495223;36497606	36486785;36486966;36493268;36494006;36495823;36499310	+;+;+;+;+;+	6687	24	26	15	21	17	12	7	9	9	11	9	6	15	11	17	24	15	12	34	17
ENSG00000274164.1	chr17	36491199	36491322	-	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278259.4	chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17	36495633;36498266;36499075;36499670;36501069;36501852;36502815;36503950;36506456;36506963;36507399;36507803;36510746;36512658;36512874;36513629;36514446;36515113;36515858;36525228;36527551;36528064;36532527;36533160;36533922;36534673;36542081;36543126	36496406;36498883;36499344;36500959;36501768;36501961;36503200;36505404;36506806;36507139;36507617;36509922;36511455;36512779;36513505;36513725;36514548;36515182;36515990;36525341;36527699;36528202;36532681;36533608;36534219;36535633;36542243;36543435	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	13075	45	59	52	34	46	31	36	59	96	103	75	78	80	47	50	41	63	48	42	5
ENSG00000277161.1	chr17;chr17	36535020;36537094	36535601;36539310	+;+	2799	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0
ENSG00000278311.4	chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17	36544888;36545504;36554820;36557083;36560773;36567663;36576657;36581344;36585300;36586936;36589208	36545097;36547747;36554900;36557336;36560871;36567776;36579419;36582477;36586827;36587596;36589848	+;+;+;+;+;+;+;+;+;+;+	9729	66	58	69	48	65	44	81	115	69	61	141	160	95	125	128	124	112	118	65	83
ENSG00000274756.1	chr17	36574462	36575325	-	864	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278535.4	chr17;chr17;chr17	36591798;36594587;36596298	36592156;36595180;36600806	+;+;+	5462	7	10	10	16	6	2	5	6	10	14	16	14	20	9	21	10	7	15	12	4
ENSG00000278619.4	chr17;chr17;chr17;chr17;chr17	36601572;36602553;36607670;36607899;36608243	36602352;36602646;36607802;36608018;36608971	+;+;+;+;+	1857	5	6	10	9	2	1	2	0	1	0	2	0	9	5	3	1	4	1	8	1
ENSG00000275720.1	chr17	36634069	36634698	+	630	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276508.1	chr17	36684754	36685129	+	376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000275613.1	chr17;chr17;chr17	36722583;36725348;36726145	36722808;36725380;36726340	+;+;+	455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277268.1	chr17;chr17;chr17;chr17;chr17;chr17	36861674;36863017;36906995;36927700;36932109;36936564	36861962;36863119;36907539;36927805;36933511;36936661	-;-;-;-;-;-	2544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000273706.4	chr17;chr17;chr17;chr17;chr17;chr17;chr17	36936785;36937475;36938460;36940290;36940610;36942200;36942752	36937245;36938367;36938811;36940516;36941531;36942365;36944612	+;+;+;+;+;+;+	4882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276707.1	chr17;chr17	36940049;36943090	36940225;36943456	-;-	544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000275700.4	chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17	36948875;36950214;36952886;36953770;36986617;36988519;36989247;36990774;37018951;37020934;37031365;37051135;37054465;37054827	36949216;36950405;36953296;36953907;36986731;36988720;36989411;36990857;37019072;37021154;37031685;37051241;37054713;37056871	+;+;+;+;+;+;+;+;+;+;+;+;+;+	4714	50	87	76	70	45	37	52	56	120	138	59	58	51	68	45	55	31	77	72	90
ENSG00000277911.1	chr17	36980167	36980422	+	256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277589.1	chr17;chr17	36998598;36999926	36999198;37000034	+;+	710	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276326.1	chr17	37033745	37033813	+	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277579.1	chr17;chr17	37034668;37043019	37034844;37043252	+;+	411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278638.1	chr17;chr17;chr17	37045462;37045890;37052255	37045579;37045968;37052775	-;-;-	718	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278540.4	chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17	37084988;37088938;37096996;37097830;37111531;37113088;37121355;37122531;37125698;37129365;37130075;37149864;37151301;37155683;37161600;37179260;37181201;37188277;37191120;37192090;37193374;37200139;37200427;37205765;37206783;37207657;37210467;37221518;37221985;37223512;37224992;37225400;37226339;37234975;37240476;37241953;37243371;37244588;37245080;37246826;37247902;37248593;37252005;37252886;37257703;37258212;37259360;37263685;37270751;37274193;37275951;37277033;37277896;37283267;37284838;37289418;37299280;37328645;37330173;37339804;37345253;37358999;37360205;37365443;37366943;37367592;37368699;37369370;37406262	37087439;37089074;37097166;37097984;37111643;37113265;37121490;37122794;37125794;37129485;37130218;37149974;37151421;37155780;37162050;37179406;37181356;37188480;37191275;37192305;37193458;37200183;37200483;37205872;37206879;37207800;37210490;37221842;37222028;37223601;37225105;37225571;37226452;37235099;37240564;37242053;37243559;37244734;37245214;37246976;37248156;37248676;37252108;37253036;37257866;37258373;37259530;37263894;37270861;37274299;37276049;37277114;37278005;37283405;37284970;37289528;37299767;37328986;37330425;37339850;37345382;37359121;37360391;37365750;37367060;37367722;37368727;37369487;37406818	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	13008	42	23	110	72	64	30	98	100	36	41	82	84	97	88	70	24	82	89	57	5
ENSG00000274308.1	chr17	37140611	37141424	-	814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000275029.1	chr17	37143607	37144463	-	857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276810.1	chr17	37162616	37163139	+	524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278660.1	chr17	37314341	37314439	+	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278505.4	chr17;chr17;chr17;chr17;chr17;chr17;chr17	37375986;37377879;37379137;37386009;37388670;37389246;37391647	37376150;37377965;37379382;37386125;37388794;37389362;37392708	+;+;+;+;+;+;+	1919	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276054.1	chr17;chr17	37386886;37387251	37386944;37387926	+;+	735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276234.4	chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17	37406874;37407224;37411269;37423509;37426351;37426950;37436387;37437737;37440505;37442564;37444696;37450565;37458524;37461820;37465431;37467454;37470400;37471094;37474556;37476797	37406949;37407496;37411390;37423615;37426666;37427009;37436501;37438073;37440662;37442652;37444768;37450646;37458587;37462121;37465653;37467525;37470532;37471137;37474629;37479730	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	5654	27	13	30	28	16	11	24	39	36	28	38	39	61	41	53	29	37	28	32	5
ENSG00000273965.1	chr17;chr17	37407936;37408367	37408000;37408594	-;-	293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000275839.1	chr17;chr17	37454171;37454611	37454292;37454931	+;+	443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276023.4	chr17;chr17;chr17;chr17	37489831;37491464;37509879;37512181	37489958;37491627;37510764;37513501	+;+;+;+	2499	8	23	5	5	6	11	18	17	4	17	5	24	14	10	4	29	2	48	8	1
ENSG00000275066.4	chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17	37514797;37520179;37520538;37529783;37535979;37538324;37539192;37540380;37540626;37553115;37557140;37561195;37561471;37566849;37570637;37571791;37576341;37577380;37579132;37584322;37585325;37586419;37596223;37600363;37609279	37519071;37520214;37520648;37529851;37537478;37538420;37539245;37540543;37542565;37554059;37557203;37561257;37561589;37568924;37570885;37571987;37576480;37577613;37579434;37584759;37585430;37586549;37596344;37600988;37609496	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	14277	14	9	23	16	18	4	28	14	21	12	39	29	22	23	21	9	15	22	18	13
ENSG00000277688.1	chr17;chr17	37609739;37613764	37610168;37613841	+;+	508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
