"feature","DHMR001","DHMR002","DHMR003","DHMR004","DHMR009","DHMR010","DHMR011","DHMR012"
"Atad5",124,353,145,243,199,165,123,215
"Atat1",517,1157,1121,1040,1069,1219,1076,1079
"Atcay",1,8,10,4,3,7,2,11
"Atcayos",16,8,23,20,16,18,12,17
"Ate1",1028,2172,1935,2266,2492,2337,2014,2126
"Atf1",1349,2612,2389,2661,2981,3244,3030,2979
"Atf2",778,2208,1309,1900,1999,2388,1995,1816
"Atf3",71,281,115,119,287,430,588,463
"Atf4",6783,14490,13015,12336,15293,16521,22229,21121
"Atf5",1440,3653,3149,2629,3792,4662,5377,4986
"Atf6",2978,7260,5873,6422,7888,9387,8732,7425
"Atf6b",1184,2452,2433,2341,2495,2690,3143,2733
"Atf7",2363,4515,4318,4599,4710,4835,4864,4684
"Atf7ip",1159,2029,1883,2110,2237,1916,2012,2177
"Atg10",212,421,383,417,426,504,427,430
"Atg101",681,1337,1473,1290,1379,1317,1390,1293
"Atg12",1422,2735,2697,2762,2908,3243,3542,3608
"Atg13",1327,3083,2849,2626,2935,3586,3843,3137
"Atg14",351,719,695,680,812,918,1036,900
"Atg16l1",867,1769,1856,1685,1694,1745,1895,1877
"Atg16l2",260,546,429,462,506,448,446,447
"Atg2a",872,1977,1650,1571,1913,2136,2399,1984
"Atg2b",1555,2985,2941,3042,3044,3186,3483,3339
"Atg3",1317,2285,2547,2704,2572,2582,2461,2639
"Atg4a",7,6,5,7,3,3,3,2
"Atg4b",1273,2544,2928,2509,2570,2403,2625,2582
"Atg4c",420,893,910,949,937,1008,1022,1029
"Atg4d",424,798,744,689,695,759,854,791
"Atg5",1024,1928,1880,1931,2004,2065,1948,1944
"Atg7",1120,1876,2119,1926,1858,1914,2325,2135
"Atg9a",1400,2850,2871,2630,2748,2838,3131,2947
"Atg9b",65,128,88,106,128,159,122,116
"Athl1",698,1320,1239,1302,1275,1222,1142,1134
"Atic",3159,5276,6938,6292,5108,4477,5668,6132
"Atl1",85,178,110,147,185,208,169,146
"Atl2",1732,3005,3206,3501,3382,3054,2613,3126
"Atl3",3523,7362,6142,8206,7810,6877,6756,7302
"Atm",268,935,588,683,774,755,824,844
"Atmin",499,943,916,851,980,1033,957,1013
"Atn1",2341,4783,4190,4295,4707,4558,4838,4454
"Atoh8",872,1464,1508,1624,1258,1243,1237,1251
"Atox1",749,1504,1596,1430,1359,1389,1399,1384
"Atp10a",365,672,613,654,663,600,628,669
"Atp10b",15,20,10,13,24,13,15,18
"Atp10d",204,455,486,452,500,471,480,495
"Atp11a",2513,5483,4313,4730,6166,6523,6521,5586
"Atp11b",569,1896,1236,1522,1671,1890,1616,1595
"Atp11c",133,443,234,298,338,317,283,408
"Atp13a1",1328,2694,2670,2533,2629,2627,2887,2651
"Atp13a2",546,1149,1059,956,1063,1178,1258,1049
"Atp13a3",4530,13631,9350,11026,11927,12561,10594,11500
"Atp13a4",0,0,0,0,1,1,3,0
"Atp13a5",10,11,18,11,19,12,10,20
"Atp1a1",11965,22653,26160,23426,22222,21919,21717,21278
"Atp1a2",1104,2186,2813,2026,2489,2458,1888,2280
"Atp1a3",360,946,492,504,932,1138,1104,929
"Atp1a4",0,2,1,1,4,4,3,1
"Atp1b1",735,1006,1803,1549,1157,890,709,1160
"Atp1b2",25,23,36,42,24,23,21,33
"Atp1b3",4674,7999,10002,9101,8382,8304,9139,9732
"Atp1b4",1,1,1,1,0,1,1,0
"Atp2a1",7669,14342,20220,14347,14918,15641,11710,13313
"Atp2a2",11032,22267,26032,22309,24539,25142,24743,24737
"Atp2a3",44,120,126,85,127,151,138,99
"Atp2b1",1527,5506,2870,3363,4793,5655,5233,4418
"Atp2b3",0,0,3,0,1,2,5,5
"Atp2b4",6157,9918,10247,11813,10498,7153,5371,7705
"Atp2c1",1673,3560,2926,3457,3917,4419,4116,3766
"Atp2c2",2,3,0,2,1,6,4,2
"Atp5a1",18492,33495,40789,36021,31433,28844,29641,31301
"Atp5b",35231,62357,74103,65338,59545,55133,51449,54820
"Atp5c1",6044,11205,12482,11161,10362,10140,9590,10563
"Atp5d",5486,10057,11511,10279,9299,9288,8590,8907
"Atp5e",1562,2844,3436,3079,2802,2600,2721,2763
"Atp5f1",6108,10556,13045,11659,10662,9975,9097,10450
"Atp5g1",2161,3885,4429,4132,3518,3327,3186,3590
"Atp5g2",3939,6365,6974,6632,6101,5925,5914,5614
"Atp5g3",7573,13777,15765,14586,12916,12098,11128,12218
"Atp5h",3111,5969,6827,6142,5530,5369,5494,5874
"Atp5j",2521,4330,5151,4852,4384,4119,3889,4395
"Atp5j2",2265,4128,5000,4435,3955,3823,3533,3895
"Atp5k",540,1003,1277,1112,972,765,769,886
"Atp5l",3258,5338,6470,5844,5209,5138,5174,5526
"Atp5o",4476,7880,9312,8609,7310,7037,6656,7134
"Atp5s",129,268,202,258,266,307,258,226
"Atp5sl",238,493,483,435,469,486,530,502
"Atp6ap1",5276,12392,11445,10259,11710,13859,15161,13538
"Atp6ap2",3355,6657,6465,6822,6939,7978,7213,7050
"Atp6v0a1",1372,2780,3146,2760,2981,2950,2878,2954
"Atp6v0a2",2881,5674,6733,5970,5974,5999,6171,6111
"Atp6v0a4",0,0,3,1,1,1,0,2
"Atp6v0b",2507,6421,5792,4700,6010,7122,7550,6790
"Atp6v0c",0,1,0,0,0,0,1,1
"Atp6v0d1",2139,4415,4520,3972,4040,4622,4738,4303
"Atp6v0d2",0,33,1,0,25,45,35,20
"Atp6v0e",1800,3848,3656,3398,3648,3976,4240,4001
"Atp6v0e2",151,300,322,248,304,338,334,316
"Atp6v1a",3477,8417,7605,8027,8830,10203,9518,8452
"Atp6v1b2",2409,5798,5296,4652,5838,6653,7685,6526
"Atp6v1c1",1805,3791,3941,3618,4008,4490,4786,4450
"Atp6v1c2",87,91,318,179,108,18,11,116
"Atp6v1d",2052,4263,4850,3964,4448,4577,4488,4610
"Atp6v1e1",3020,6149,6932,5720,6182,6536,6582,6692
"Atp6v1e2",1,0,3,1,0,0,0,2
"Atp6v1f",905,2213,2283,1882,2178,2561,2770,2473
"Atp6v1g1",6470,12232,13890,11754,11929,12673,12970,12529
"Atp6v1g2",29,58,59,72,64,77,85,69
"Atp6v1h",1862,3680,4402,4002,3912,4217,4596,4830
"Atp7a",462,1636,975,1246,1484,1563,1512,1304
"Atp7b",4,7,0,3,6,6,3,5
"Atp8a1",5,2,1,6,2,2,1,5
"Atp8a2",1,0,2,1,3,1,1,1
"Atp8b1",53,146,109,113,116,129,127,132
"Atp8b2",3207,6456,6736,6523,6601,6481,7322,6538
"Atp8b3",3,5,4,6,4,2,5,2
"Atp8b4",14,29,15,23,23,44,48,58
"Atp8b5",6,16,8,7,4,20,20,11
"Atp9a",29,50,101,59,51,62,61,60
"Atp9b",1709,3328,3405,3404,3363,3447,3809,3524
"Atpaf1",397,608,609,618,567,566,570,580
"Atpaf2",672,1128,1252,1199,1152,1111,1179,1192
"Atpif1",1721,3131,3752,3283,3077,2870,2790,2967
"Atr",202,712,337,464,568,604,554,529
"Atraid",1550,2926,3453,2798,2669,3084,3067,3155
"Atrip",372,588,752,681,713,591,623,672
"Atrn",1359,2888,2507,2896,3238,3352,3318,3167
"Atrnl1",1181,2744,1805,2300,3107,3774,3773,3028
"Atrx",398,1298,856,931,1387,1505,1381,1370
"Atxn1",559,1515,854,1284,1433,1624,1170,1116
"Atxn10",5349,9417,10681,10436,9132,8790,8965,9198
"Atxn1l",1579,2818,2603,2913,2868,2701,2719,2730
"Atxn2",2028,3943,3611,4072,4040,4114,3690,3625
"Atxn2l",2798,5111,4165,4744,5309,5597,5532,5095
"Atxn3",356,1024,724,867,911,984,885,867
"Atxn7",215,659,359,455,623,657,600,616
"Atxn7l1",492,837,807,914,950,921,844,881
"Atxn7l1os2",3,7,0,3,3,1,4,3
"Atxn7l2",132,251,213,224,241,223,223,220
"Atxn7l3",2186,3920,3800,3796,3933,3836,3954,3969
"Atxn7l3b",2331,4297,4695,4946,4664,4500,4609,4738
"AU015791",1,4,8,3,2,4,4,1
"AU015836",1,1,0,3,1,1,0,4
"AU018091",220,386,278,347,427,468,319,331
"AU019823",411,897,744,833,935,913,814,925
"AU021092",15,20,18,21,29,12,30,29
"AU022252",401,785,805,740,767,751,818,760
"AU023762",2,0,1,3,3,0,0,0
"AU040320",1186,2733,2359,2213,2763,2847,2899,2562
"AU041133",20,57,41,37,49,57,53,59
"Auh",327,707,769,660,682,869,1028,951
"Aunip",211,221,239,319,238,101,73,161
"Aup1",1559,3299,3055,2774,3222,3696,3754,3254
"Aurka",1112,1351,1502,1801,1424,762,577,1038
"Aurkaip1",1386,2377,2879,2540,2253,2161,2114,2392
"Aurkb",1148,1363,1406,1824,1386,710,521,1022
"Aurkc",0,1,1,0,0,1,0,1
"Auts2",573,1197,986,1117,1266,1412,1519,1359
"AV039307",3,5,11,10,5,3,6,7
"AV051173",4,4,4,4,5,7,9,10
"AV320801",0,0,0,1,0,2,1,0
"Aven",262,464,471,453,474,456,505,502
"Avil",7,24,9,16,32,57,87,81
"Avl9",335,1020,559,734,990,1090,1079,933
"Avpi1",682,1194,1540,1266,1222,1166,1119,1183
"Avpr1a",26,132,139,136,113,229,448,413
"AW011738",12,30,32,29,33,31,32,26
"AW046200",6,17,19,13,35,27,35,27
"AW112010",0,5,3,1,3,0,0,1
"AW146154",34,80,55,66,74,98,83,86
"AW209491",416,749,950,773,813,847,968,950
"AW549542",2,6,2,6,5,4,15,13
"AW549877",1114,3547,2396,3097,3709,4541,4375,3919
"AW551984",0,0,3,0,3,2,0,2
"AW554918",244,490,381,475,485,464,407,459
"Awat2",23,37,32,35,34,27,19,27
"Axin1",1607,3146,3005,2965,2939,2829,3161,3134
"Axin2",128,277,300,258,274,287,218,250
"Axl",9971,19675,19072,19097,19507,18549,19733,18911
"AY074887",0,1,2,1,1,0,0,2
"AY512931",0,0,1,0,0,1,1,0
"Azgp1",0,0,0,1,1,1,1,1
"Azi2",833,1956,1455,1689,1854,2079,1936,1858
"Azin1",5139,10274,8902,10477,10872,10266,9421,10592
"Azin2",1048,2232,2158,2147,2144,2338,2794,2405
"B130024G19Rik",4,7,10,14,7,7,5,12
"B130034C11Rik",2,11,9,7,3,7,9,11
"B230118H07Rik",431,822,873,811,848,813,696,718
"B230119M05Rik",2,7,4,6,8,1,0,3
"B230206H07Rik",0,1,1,0,0,1,2,0
"B230208H11Rik",24,17,42,31,26,23,19,31
"B230209E15Rik",0,1,0,1,0,0,0,2
"B230216N24Rik",4,15,7,10,4,13,3,6
"B230217C12Rik",36,59,52,66,56,52,44,45
"B230217O12Rik",23,49,53,52,52,62,73,61
"B230219D22Rik",2282,5937,4379,5463,5647,5966,5302,5452
"B230307C23Rik",32,67,63,67,67,56,62,67
"B230312C02Rik",4,7,11,5,12,10,3,5
"B230319C09Rik",7,6,7,13,5,1,3,5
"B230354K17Rik",353,977,798,1001,882,1058,1016,1015
"B2m",7669,18091,15262,15844,20277,23628,22913,19510
"B330016D10Rik",15,38,49,39,39,46,52,43
"B3galnt1",865,1451,1599,1756,1445,1339,1255,1446
"B3galnt2",773,1387,1449,1531,1509,1641,1737,1624
"B3galt1",19,29,10,26,19,26,18,20
"B3galt2",12,19,29,24,20,23,16,14
"B3galt4",29,70,49,49,80,88,89,89
"B3galt5",33,47,138,94,51,45,42,63
"B3galt6",227,403,408,433,351,399,515,484
"B3gat2",13,27,19,29,23,35,25,24
"B3gat3",385,759,807,697,733,771,781,696
"B3glct",641,1248,1125,1354,1359,1252,1291,1331
"B3gnt2",1232,2235,2382,2297,2468,2418,2408,2478
"B3gnt3",0,1,1,0,0,1,0,0
"B3gnt4",4,1,2,4,2,3,4,3
"B3gnt5",45,95,92,88,79,80,67,87
"B3gnt6",3,2,2,4,4,5,3,1
"B3gnt7",1,1,0,1,0,1,0,1
"B3gnt8",104,139,164,184,140,107,98,125
"B3gnt9",551,1101,1073,1015,1059,1224,1131,930
"B3gntl1",132,236,241,239,271,249,236,220
"B430010I23Rik",0,2,1,1,0,0,1,0
"B430212C06Rik",21,15,18,34,14,21,14,24
"B430319G15Rik",34,41,63,70,48,49,57,61
"B4galnt1",1159,2209,2224,2116,2095,2270,2393,2259
"B4galnt2",8,12,16,11,13,4,12,17
"B4galnt3",16,29,31,26,29,35,18,27
"B4galnt4",20,52,61,46,50,31,44,50
"B4galt1",4971,9615,10566,9860,9940,9941,10742,10917
"B4galt2",1220,2108,2233,2260,2011,1923,1918,1966
"B4galt3",530,1093,1327,1172,1127,1050,1160,1132
"B4galt4",289,483,576,554,540,530,503,503
"B4galt5",2898,7544,5076,5027,7836,9011,9409,6824
"B4galt6",864,2103,1779,2020,2044,2091,1723,1834
"B4galt7",522,1099,1209,993,1049,1159,1383,1335
"B4gat1",1446,2939,3340,2881,2904,3155,2871,2861
"B630005N14Rik",310,1006,632,794,827,1067,888,840
"B630019K06Rik",80,134,128,155,154,136,139,147
"B830017H08Rik",0,0,1,0,0,1,0,1
"B930018H19Rik",1,1,0,1,1,1,0,1
"B930041F14Rik",181,385,549,463,391,422,564,530
"B930059L03Rik",0,4,18,5,3,4,15,15
"B9d1",214,435,353,392,403,353,392,398
"B9d2",192,319,327,308,328,306,305,300
"Baalc",272,430,424,420,438,411,294,327
"Baat",0,3,0,1,0,1,0,1
"Babam1",1480,2544,2860,2724,2557,2438,2545,2515
"Bace1",2985,4850,5536,5816,5039,4316,4187,4791
"Bace2",92,189,189,196,178,179,165,138
"Bach1",1166,2613,1775,2445,2775,2954,2480,2471
"Bach2",55,108,53,105,118,120,101,93
"Bach2os",0,3,2,0,0,2,2,1
"Bad",669,1248,1349,1211,1191,1230,1377,1351
"Bag1",3983,7835,8918,7561,8038,8095,7679,7407
"Bag2",1364,2071,2813,2532,2095,1846,1686,2117
"Bag3",2664,5105,5647,5228,4983,5132,4603,4608
"Bag4",535,951,993,1024,982,953,978,1055
"Bag5",1395,2341,2446,2547,2614,2543,2494,2538
"Bag6",6023,11331,11409,10997,10727,10972,11183,10496
"Bahcc1",753,1292,1200,1429,1439,1007,1031,1230
"Bahd1",806,1619,1718,1657,1575,1506,1571,1566
"Baiap2",1220,1976,2069,2253,1921,1683,1877,1893
"Baiap2l1",2150,3734,4226,3652,4148,4369,3377,3510
"Baiap2l2",3,5,14,5,8,9,6,9
"Bak1",1734,3125,3421,3138,3115,2617,2665,2788
"Bambi",22,51,34,42,33,28,34,24
"Bambi-ps1",2,5,5,4,2,3,3,6
"Banf1",2406,4204,4926,4460,4089,3691,3752,4115
"Bank1",0,2,1,1,1,6,3,1
"Banp",529,1093,1235,1129,1063,1138,1196,1122
"Bap1",1834,3446,3633,3408,3371,3206,3417,3396
"Bard1",282,420,313,491,429,254,182,333
"Barhl1",1,3,2,1,2,2,1,4
"Barx2",0,3,2,0,0,3,2,0
"Basp1",2733,5083,4594,5145,5855,5205,4421,4401
"Batf",5,12,8,6,15,7,7,19
"Batf2",0,2,7,2,5,3,2,4
"Batf3",3,2,3,4,0,0,0,2
"Bax",1482,2970,3202,2825,3030,3035,3609,3353
"Baz1a",663,1628,1235,1433,1592,1404,1327,1457
"Baz1b",3504,6584,6170,7430,7329,6304,6379,6997
"Baz2a",1668,3391,3905,3637,3717,3489,3760,3602
"Baz2b",461,1353,906,1096,1200,1237,1182,1142
"BB014433",1,2,2,2,2,5,5,4
"BB123696",1,1,1,2,2,0,3,0
"BB557941",4,9,1,4,2,8,9,8
"Bbc3",143,285,299,261,295,351,382,345
"Bbip1",387,844,644,792,892,935,720,819
"Bbox1",0,7,3,0,0,0,0,1
"Bbs1",408,777,685,717,732,774,728,725
"Bbs10",78,178,219,207,188,198,185,190
"Bbs12",99,220,187,232,209,270,281,250
"Bbs2",715,1440,1314,1450,1358,1528,1534,1443
"Bbs4",210,386,458,441,476,436,437,487
"Bbs5",256,495,517,544,582,631,573,612
"Bbs7",207,406,416,482,492,516,461,480
"Bbs9",346,671,623,634,641,625,663,652
"Bbx",835,2682,1483,2090,2057,2256,1994,1792
"BC002163",6,11,8,12,11,6,12,8
"BC003331",411,1463,817,942,1112,1434,1274,1205
"BC003965",451,873,1076,893,864,908,913,930
"BC004004",2638,5272,5375,4973,5057,5228,4911,4781
"BC005537",5018,8888,9884,10250,9613,9141,8737,9557
"BC005561",38,120,98,88,101,108,105,89
"BC005624",855,1702,1772,1645,1791,1794,1779,1823
"BC017158",351,594,555,581,586,661,678,617
"BC017643",1150,2040,2265,2118,1930,2042,2445,2349
"BC020402",27,84,97,83,71,75,96,96
"BC021614",2,1,0,1,1,3,2,1
"BC021767",0,3,5,3,6,3,2,2
"BC021785",2,2,4,3,1,6,3,7
"BC022687",370,1264,1355,881,1162,1566,3468,2976
"BC023829",1228,2576,2755,2478,2472,2603,3073,2893
"BC024139",0,4,3,3,4,7,8,6
"BC024978",83,178,185,162,183,153,174,186
"BC025920",17,34,36,39,34,25,34,43
"BC026585",0,0,0,1,0,1,1,0
"BC027231",479,996,939,951,996,1019,1016,1041
"BC028528",37,49,45,41,72,57,66,58
"BC029214",378,719,901,737,716,740,650,730
"BC029722",649,1324,1319,1191,1303,1378,1374,1244
"BC030336",474,1187,848,1077,1120,1296,1131,1080
"BC030499",2,2,6,7,4,7,4,2
"BC030500",0,0,0,0,1,1,2,1
"BC030867",220,244,216,297,242,142,124,179
"BC031181",1422,2884,2970,2829,2653,2830,2933,2957
"BC031361",19,41,46,49,49,49,62,47
"BC035044",0,0,1,0,2,0,6,5
"BC037032",3,12,7,14,11,18,18,19
"BC037034",221,439,460,467,498,432,457,492
"BC037704",8,23,39,25,18,23,33,31
"BC039771",38,51,87,71,76,37,53,68
"BC039966",27,49,53,43,39,43,38,41
"BC046251",0,0,1,1,0,1,0,1
"BC048403",176,377,297,316,406,447,506,452
"BC048502",0,1,1,0,0,2,0,4
"BC048609",0,1,2,0,1,1,1,3
"BC049715",0,1,0,1,0,0,0,2
"BC049762",0,0,0,0,1,1,2,2
"BC051019",231,298,510,383,341,249,190,286
"BC051226",11,17,30,24,27,25,40,42
"BC052040",208,413,348,399,429,457,398,388
"BC055324",254,417,368,414,410,289,247,330
"BC055402",0,0,0,0,2,1,0,1
"BC061237",1,1,1,2,0,2,2,0
"BC064078",6,7,12,17,19,11,7,14
"BC065397",11,23,7,20,29,27,16,27
"BC068281",213,388,407,366,413,428,447,410
"BC094916",1,1,0,0,1,1,0,0
"Bc1",0,0,0,0,3,1,0,2
"BC100451",17,25,37,34,33,23,25,32
"Bcam",827,1435,1911,1482,1568,1513,1166,1332
"Bcan",1,12,4,2,4,4,2,6
"Bcap29",344,892,690,842,846,954,757,887
"Bcap31",4182,9276,8372,7768,8975,10141,10157,9386
"Bcar1",2658,4369,4562,4761,4356,3977,3595,3700
"Bcar3",1265,2369,2290,2525,2499,2483,2204,2194
"Bcas1",1,2,1,5,5,0,1,1
"Bcas2",1271,2475,2687,2562,2539,2444,2497,2616
"Bcas3",669,1448,1366,1202,1345,1521,1568,1334
"Bcat1",1072,2102,2205,2075,2185,2133,2811,2984
"Bcat2",979,2057,2128,1798,1956,2170,2055,1903
"Bccip",689,1089,1459,1384,1307,1204,1352,1438
"Bcdin3d",122,224,222,249,233,209,216,217
"Bche",0,2,4,0,1,3,3,2
"Bckdha",845,1717,1897,1636,1635,1779,1994,1785
"Bckdhb",42,74,87,86,66,45,54,55
"Bckdk",1350,2360,2528,2490,2305,2128,2184,2218
"Bcl10",1769,2967,3087,3181,3242,2937,2894,3006
"Bcl11b",1,1,3,1,1,0,0,1
"Bcl2",181,473,231,323,511,495,353,349
"Bcl2l1",1123,2248,2473,2069,2281,2389,2926,2771
"Bcl2l11",652,1168,1276,1374,1259,1348,1495,1462
"Bcl2l12",177,231,252,252,232,172,194,210
"Bcl2l13",1601,3019,3509,3065,3130,2844,2972,3091
"Bcl2l14",3,2,3,8,3,2,4,4
"Bcl2l15",3,4,15,10,6,9,11,7
"Bcl2l2",1130,2321,2578,2303,2311,2388,2693,2693
"Bcl3",385,832,849,756,771,919,1193,1066
"Bcl6",1332,2680,2705,2751,2768,2975,2631,2698
"Bcl6b",101,123,179,200,107,90,123,139
"Bcl7a",582,1103,1127,1253,1147,1022,947,1100
"Bcl7b",602,1142,1177,1114,1127,1179,1291,1180
"Bcl7c",595,838,955,931,803,708,735,770
"Bcl9",574,1130,1106,1126,1215,1192,1104,1175
"Bcl9l",1575,3316,2986,3034,3351,3403,3632,3067
"Bclaf1",1432,4081,2747,3280,3534,3513,3289,3560
"Bco1",0,1,0,1,2,0,0,1
"Bco2",5,20,6,7,7,10,4,5
"Bcor",1413,2588,2476,2657,2847,2792,2603,2537
"Bcorl1",453,877,1050,975,915,977,1051,959
"Bcr",1677,3424,2583,2949,3319,3259,3274,2910
"Bcs1l",421,756,788,755,722,732,704,710
"Bdh1",13,18,19,18,14,11,10,11
"Bdh2",188,497,439,399,432,513,530,457
"Bdkrb1",186,396,365,318,396,404,468,404
"Bdkrb2",39,136,157,105,115,159,273,208
"Bdnf",354,909,559,744,762,748,689,827
"Bdp1",317,1069,593,759,885,916,838,874
"Bean1",144,283,331,308,235,231,265,306
"Becn1",1951,3568,3890,3468,3722,3794,4044,4037
"Begain",11,23,10,27,18,9,13,11
"Bend3",392,740,665,694,822,722,780,756
"Bend4",2,1,1,2,1,0,0,1
"Bend5",16,25,53,51,32,35,35,22
"Bend6",387,724,621,844,759,838,749,691
"Best1",220,370,363,338,400,347,225,304
"Best2",0,0,0,0,0,3,4,1
"Best3",38,46,88,65,56,48,46,42
"Bet1",877,1837,1626,1848,1985,2196,1999,2105
"Bet1l",668,1297,1513,1319,1238,1176,1254,1352
"Bex1",3,3,7,4,1,2,2,6
"Bex2",1,3,2,0,1,3,0,0
"Bfar",746,1401,1416,1544,1518,1587,1415,1577
"Bfsp1",1,2,2,1,5,6,9,6
"Bfsp2",11,17,18,13,7,4,6,9
"Bglap",1,3,5,3,2,0,1,5
"Bglap2",3,21,21,13,23,37,29,18
"Bglap3",9,17,16,24,13,31,37,20
"Bgn",108935,172792,208654,204103,168812,152275,130520,155448
"Bhlha15",1,1,3,2,1,6,6,8
"Bhlha9",0,1,1,0,0,0,1,0
"Bhlhb9",852,1613,1656,1985,1734,1738,1532,1690
"Bhlhe22",0,1,1,0,0,0,0,1
"Bhlhe40",4014,7608,5579,6269,7709,8629,8020,8122
"Bhlhe41",2189,3992,3655,3768,4145,4377,3454,3399
"Bhmt",0,2,1,2,1,2,1,0
"Bicc1",618,1126,948,1231,1167,1076,1050,1056
"Bicd1",35,118,66,64,97,98,90,75
"Bicd2",7136,12791,14496,14172,14172,13097,10494,11884
"Bid",896,1932,2040,1780,2031,2150,2275,2032
"Bik",33,73,96,75,63,34,33,53
"Bin1",13740,28180,35146,27487,27650,30550,27249,25818
"Bin3",1001,1949,1963,1844,1962,2011,2072,2001
"Birc2",816,1501,1525,1708,1581,1516,1377,1581
"Birc3",60,119,119,126,148,140,156,165
"Birc5",1478,1946,1925,2434,1945,985,736,1279
"Birc6",1941,5326,3176,4566,5273,5109,4347,4407
"Bivm",639,1234,1214,1368,1353,1389,1327,1395
"Blcap",646,1345,1434,1355,1339,1419,1767,1681
"Blk",6,4,19,9,4,5,6,6
"Blm",180,356,200,337,315,192,168,236
"Blmh",1712,3148,3495,3246,3061,2677,2822,3005
"Blnk",246,528,340,417,596,617,598,444
"Bloc1s1",860,1547,1675,1515,1535,1461,1343,1378
"Bloc1s2",627,1102,1242,1114,1151,1039,1074,1112
"Bloc1s3",246,541,545,484,501,583,654,633
"Bloc1s4",260,490,499,511,502,576,600,558
"Bloc1s5",519,1070,1074,1001,1024,1075,1052,1041
"Bloc1s6",1087,2071,1968,2054,2117,2260,2342,2308
"Blvra",507,850,905,925,800,726,717,739
"Blvrb",344,707,772,673,654,746,986,924
"Blzf1",648,1356,1263,1407,1461,1515,1323,1359
"Bmf",476,1443,1378,1218,1270,1624,1631,1345
"Bmi1",1356,3512,2311,3092,3042,3417,2918,3063
"Bmp1",6889,12451,12643,12676,12183,11147,10259,11499
"Bmp15",1,1,0,1,0,0,0,2
"Bmp2",10,19,7,14,17,19,11,13
"Bmp2k",449,950,724,879,914,1037,920,890
"Bmp3",1,1,0,1,1,0,1,1
"Bmp4",1399,2284,1944,2754,2355,2300,1526,1754
"Bmp5",1,1,1,1,1,0,0,0
"Bmp6",19,22,18,26,23,21,18,9
"Bmp7",0,1,1,1,3,2,1,2
"Bmp8a",16,28,27,27,32,24,8,29
"Bmp8b",0,1,1,1,1,3,3,1
"Bmper",3353,6423,7587,7587,6630,7448,8155,7211
"Bmpr1a",2730,6686,4942,6327,6207,6554,5723,5977
"Bmpr1b",149,323,163,280,323,266,244,305
"Bmpr2",1018,3321,1756,2243,2905,3339,2795,2837
"Bms1",1417,2898,2982,3203,3096,2868,2633,2888
"Bmyc",20,34,41,41,43,48,47,41
"Bnc1",27,33,7,29,45,12,9,27
"Bnc2",539,1277,924,1131,1306,1138,1192,1184
"Bnip1",439,812,844,836,747,765,757,806
"Bnip2",3909,7648,9124,8380,8128,7887,8519,8842
"Bnip3",4405,11328,3878,6034,11230,17656,15894,12116
"Bnip3l",3426,7040,4521,5972,7529,9241,7805,6973
"Bnipl",0,0,2,0,2,9,7,2
"Boc",599,1365,1071,1116,1262,1475,1667,1547
"Bod1",1542,2526,3151,2749,2465,2428,2393,2556
"Bod1l",350,1035,683,802,960,1110,1084,1142
"Bok",1448,1875,3285,2986,1892,1276,1288,1813
"Bola1",202,362,385,394,379,408,422,408
"Bola2",225,389,457,421,424,361,432,504
"Bola3",282,592,747,627,622,582,646,651
"Bop1",2796,4653,5858,5186,4654,4197,4416,4781
"Bora",247,414,348,481,396,264,220,321
"Borg",2,5,3,2,3,9,6,8
"Bpgm",681,1214,1495,1292,1212,1242,1150,1164
"Bphl",420,909,778,810,844,1011,906,802
"Bpi",2,1,1,2,0,0,0,0
"Bpifb1",2,0,7,3,1,7,3,1
"Bpifc",0,0,1,0,0,0,1,4
"Bpnt1",781,1423,1745,1572,1546,1413,1464,1572
"Bptf",1303,3515,2108,2765,3353,3236,2979,2927
"Braf",345,972,546,814,840,915,832,898
"Brap",2021,3827,3882,3798,3716,3604,3783,3678
"Brat1",611,1169,1322,1158,1238,1077,1158,1149
"Brca1",367,820,448,715,623,397,286,503
"Brca2",104,209,145,198,222,203,184,274
"Brcc3",382,729,662,726,719,737,730,725
"Brd1",1872,3542,3446,3682,4101,4026,4146,4095
"Brd2",5198,10299,9097,9551,10571,10586,11197,10804
"Brd3",1512,2957,2883,3249,3243,2973,2741,2982
"Brd4",2405,4496,4178,4404,4668,4290,4278,4261
"Brd7",2274,3876,4548,4765,4352,4112,3877,4275
"Brd8",1349,2657,2351,2599,2841,2608,2479,2470
"Brd9",834,1464,1681,1695,1615,1533,1544,1592
"Brdt",18,45,42,40,53,54,48,55
"Bre",1033,2152,2211,2024,2075,2297,2299,2150
"Brf1",1002,1937,1988,1930,1928,1838,1845,1832
"Brf2",322,587,700,586,601,615,632,672
"Bri3",679,1282,1289,1192,1293,1561,1706,1507
